Mots conjugués;Infinitif
pondent;pondre
porte;porter
portes;porter
porte;porter
portons;porter
portez;porter
portent;porter
porte;porter
portes;porter
porte;porter
portons;porter
portez;porter
portent;porter
porte;porter
portes;porter
porte;porter
portons;porter
portez;porter
portent;porter
porte;porter
portes;porter
porte;porter
portons;porter
portez;porter
portent;porter
porte;porter
portes;porter
porte;porter
portons;porter
portez;porter
portent;porter
porte;porter
portes;porter
porte;porter
portons;porter
portez;porter
portent;porter
porte;porter
portes;porter
porte;porter
portons;porter
portez;porter
portent;porter
porte;porter
portes;porter
porte;porter
portons;porter
portez;porter
portent;porter
porte;porter
portes;porter
porte;porter
portons;porter
portez;porter
portent;porter
porte;porter
portes;porter
porte;porter
portons;porter
portez;porter
portent;porter
porte;porter
portes;porter
porte;porter
portons;porter
portez;porter
portent;porter
porte;porter
portes;porter
porte;porter
portons;porter
portez;porter
portent;porter
porte;porter
portes;porter
porte;porter
portons;porter
portez;porter
portent;porter
pose;poser
poses;poser
pose;poser
posons;poser
posez;poser
posent;poser
pose;poser
poses;poser
pose;poser
posons;poser
posez;poser
posent;poser
pose;poser
poses;poser
pose;poser
posons;poser
posez;poser
posent;poser
poursuis;poursuivre
poursuis;poursuivre
poursuit;poursuivre
poursuivons;poursuivre
poursuivez;poursuivre
poursuivent;poursuivre
pousse;pousser
pousses;pousser
pousse;pousser
poussons;pousser
poussez;pousser
poussent;pousser
peux;pouvoir
peux;pouvoir
peut;pouvoir
pouvons;pouvoir
pouvez;pouvoir
peuvent;pouvoir
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
prends;prendre
prends;prendre
prend;prendre
prenons;prendre
prenez;prendre
prennent;prendre
presse;presser
presses;presser
presse;presser
pressons;presser
pressez;presser
pressent;presser
prie;prier
pries;prier
prie;prier
prions;prier
priez;prier
prient;prier
produis;produire
produis;produire
produit;produire
produisons;produire
produisez;produire
produisent;produire
projette;projeter
projettes;projeter
projette;projeter
projetons;projeter
projetez;projeter
projettent;projeter
promène;promener
promènes;promener
promène;promener
promenons;promener
promenez;promener
promènent;promener
promets;promettre
promets;promettre
promet;promettre
promettons;promettre
promettez;promettre
promettent;promettre
promeus;promouvoir
promeus;promouvoir
promeut;promouvoir
promouvons;promouvoir
promouvez;promouvoir
promeuvent;promouvoir
propose;proposer
proposes;proposer
propose;proposer
proposons;proposer
proposez;proposer
proposent;proposer
proteste;protester
protestes;protester
proteste;protester
protestons;protester
protestez;protester
protestent;protester
protège;protéger
protèges;protéger
protège;protéger
protégeons;protéger
protégez;protéger
protègent;protéger
prépare;préparer
prépares;préparer
prépare;préparer
préparons;préparer
préparez;préparer
préparent;préparer
présente;présenter
présentes;présenter
présente;présenter
présentons;présenter
présentez;présenter
présentent;présenter
préviens;prévenir
préviens;prévenir
prévient;prévenir
prévenons;prévenir
prévenez;prévenir
préviennent;prévenir
pue;puer
pues;puer
pue;puer
puons;puer
puez;puer
puent;puer
pulvérise;pulvériser
pulvérises;pulvériser
pulvérise;pulvériser
pulvérisons;pulvériser
pulvérisez;pulvériser
pulvérisent;pulvériser
pédale;pédaler
pédales;pédaler
pédale;pédaler
pédalons;pédaler
pédalez;pédaler
pédalent;pédaler
pète;péter
pètes;péter
pète;péter
pétons;péter
pétez;péter
pètent;péter
pétris;pétrir
pétris;pétrir
pétrit;pétrir
pétrissons;pétrir
pétrissez;pétrir
pétrissent;pétrir
pêche;pêcher
pêches;pêcher
pêche;pêcher
pêchons;pêcher
pêchez;pêcher
pêchent;pêcher
questionne;questionner
questionnes;questionner
questionne;questionner
questionnons;questionner
questionnez;questionner
questionnent;questionner
quitte;quitter
quittes;quitter
quitte;quitter
quittons;quitter
quittez;quitter
quittent;quitter
quitte;quitter
quittes;quitter
quitte;quitter
quittons;quitter
quittez;quitter
quittent;quitter
quitte;quitter
quittes;quitter
quitte;quitter
quittons;quitter
quittez;quitter
quittent;quitter
quitte;quitter
quittes;quitter
quitte;quitter
quittons;quitter
quittez;quitter
quittent;quitter
quitte;quitter
quittes;quitter
quitte;quitter
quittons;quitter
quittez;quitter
quittent;quitter
raccommode;raccommoder
raccommodes;raccommoder
raccommode;raccommoder
raccommodons;raccommoder
raccommodez;raccommoder
raccommodent;raccommoder
racle;racler
racles;racler
racle;racler
raclons;racler
raclez;racler
raclent;racler
raconte;raconter
racontes;raconter
raconte;raconter
racontons;raconter
racontez;raconter
racontent;raconter
raconte;raconter
racontes;raconter
raconte;raconter
racontons;raconter
racontez;raconter
racontent;raconter
rafraîchis;rafraichir
rafraîchis;rafraichir
rafraîchit;rafraichir
rafraîchissons;rafraichir
rafraîchissez;rafraichir
rafraîchissent;rafraichir
ramasse;ramasser
ramasses;ramasser
ramasse;ramasser
ramassons;ramasser
ramassez;ramasser
ramassent;ramasser
rame;ramer
rames;ramer
rame;ramer
ramons;ramer
ramez;ramer
rament;ramer
rampe;ramper
rampes;ramper
rampe;ramper
rampons;ramper
rampez;ramper
rampent;ramper
randonne;randonner
randonnes;randonner
randonne;randonner
randonnons;randonner
randonnez;randonner
randonnent;randonner
range;ranger
ranges;ranger
range;ranger
rangeons;ranger
rangez;ranger
rangent;ranger
range;ranger
ranges;ranger
range;ranger
rangeons;ranger
rangez;ranger
rangent;ranger
range;ranger
ranges;ranger
range;ranger
rangeons;ranger
rangez;ranger
rangent;ranger
range;ranger
ranges;ranger
range;ranger
rangeons;ranger
rangez;ranger
rangent;ranger
range;ranger
ranges;ranger
range;ranger
rangeons;ranger
rangez;ranger
rangent;ranger
range;ranger
ranges;ranger
range;ranger
rangeons;ranger
rangez;ranger
rangent;ranger
range;ranger
ranges;ranger
range;ranger
rangeons;ranger
rangez;ranger
rangent;ranger
range;ranger
ranges;ranger
range;ranger
rangeons;ranger
rangez;ranger
rangent;ranger
rapièce;rapiécer
rapièces;rapiécer
rapièce;rapiécer
rapiéçons;rapiécer
rapiécez;rapiécer
rapiècent;rapiécer
rapp;rappeler
rapp;rappeler
rappelle;rappeler
rappelons;rappeler
rappelez;rappeler
rappellent;rappeler
rapporte;rapporter
rapportes;rapporter
rapporte;rapporter
rapportons;rapporter
rapportez;rapporter
rapportent;rapporter
rapproche;rapprocher
rapproches;rapprocher
rapproche;rapprocher
rapprochons;rapprocher
rapprochez;rapprocher
rapprochent;rapprocher
rase;raser
rases;raser
rase;raser
rasons;raser
rasez;raser
rasent;raser
rassemble;rassembler
rassembles;rassembler
rassemble;rassembler
rassemblons;rassembler
rassemblez;rassembler
rassemblent;rassembler
rate;rater
rates;rater
rate;rater
ratons;rater
ratez;rater
ratent;rater
raie;rayer
raies;rayer
raie;rayer
rayons;rayer
rayez;rayer
raient;rayer
rebondis;rebondir
rebondis;rebondir
rebondit;rebondir
rebondissons;rebondir
rebondissez;rebondir
rebondissent;rebondir
reçois;recevoir
reçois;recevoir
reçoit;recevoir
recevons;recevoir
recevez;recevoir
reçoivent;recevoir
reçois;recevoir
reçois;recevoir
reçoit;recevoir
recevons;recevoir
recevez;recevoir
reçoivent;recevoir
reçois;recevoir
reçois;recevoir
reçoit;recevoir
recevons;recevoir
recevez;recevoir
reçoivent;recevoir
reçois;recevoir
reçois;recevoir
reçoit;recevoir
recevons;recevoir
recevez;recevoir
reçoivent;recevoir
reçois;recevoir
reçois;recevoir
reçoit;recevoir
recevons;recevoir
recevez;recevoir
reçoivent;recevoir
reçois;recevoir
reçois;recevoir
reçoit;recevoir
recevons;recevoir
recevez;recevoir
reçoivent;recevoir
recherche;rechercher
recherches;rechercher
recherche;rechercher
recherchons;rechercher
recherchez;rechercher
recherchent;rechercher
recommande;recommander
recommandes;recommander
recommande;recommander
recommandons;recommander
recommandez;recommander
recommandent;recommander
recopie;recopier
recopies;recopier
recopie;recopier
recopions;recopier
recopiez;recopier
recopient;recopier
recouvre;recouvrir
recouvres;recouvrir
recouvre;recouvrir
recouvrons;recouvrir
recouvrez;recouvrir
recouvrent;recouvrir
recycle;recycler
recycles;recycler
recycle;recycler
recyclons;recycler
recyclez;recycler
recyclent;recycler
redore;redorer
redores;redorer
redore;redorer
redorons;redorer
redorez;redorer
redorent;redorer
refais;refaire
refais;refaire
refait;refaire
refaisons;refaire
refaites;refaire
refont;refaire
reflète;refléter
reflètes;refléter
reflète;refléter
reflétons;refléter
reflétez;refléter
reflètent;refléter
refuse;refuser
refuses;refuser
refuse;refuser
refusons;refuser
refusez;refuser
refusent;refuser
regarde;regarder
regardes;regarder
regarde;regarder
regardons;regarder
regardez;regarder
regardent;regarder
regarde;regarder
regardes;regarder
regarde;regarder
regardons;regarder
regardez;regarder
regardent;regarder
regarde;regarder
regardes;regarder
regarde;regarder
regardons;regarder
regardez;regarder
regardent;regarder
regarde;regarder
regardes;regarder
regarde;regarder
regardons;regarder
regardez;regarder
regardent;regarder
regarde;regarder
regardes;regarder
regarde;regarder
regardons;regarder
regardez;regarder
regardent;regarder
regarde;regarder
regardes;regarder
regarde;regarder
regardons;regarder
regardez;regarder
regardent;regarder
regarde;regarder
regardes;regarder
regarde;regarder
regardons;regarder
regardez;regarder
regardent;regarder
regarde;regarder
regardes;regarder
regarde;regarder
regardons;regarder
regardez;regarder
regardent;regarder
regarde;regarder
regardes;regarder
regarde;regarder
regardons;regarder
regardez;regarder
regardent;regarder
regarde;regarder
regardes;regarder
regarde;regarder
regardons;regarder
regardez;regarder
regardent;regarder
regarde;regarder
regardes;regarder
regarde;regarder
regardons;regarder
regardez;regarder
regardent;regarder
regarde;regarder
regardes;regarder
regarde;regarder
regardons;regarder
regardez;regarder
regardent;regarder
regroupe;regrouper
regroupes;regrouper
regroupe;regrouper
regroupons;regrouper
regroupez;regrouper
regroupent;regrouper
rejette;rejeter
rejettes;rejeter
rejette;rejeter
rejetons;rejeter
rejetez;rejeter
rejettent;rejeter
rejoins;rejoindre
rejoins;rejoindre
rejoint;rejoindre
rejoignons;rejoindre
rejoignez;rejoindre
rejoignent;rejoindre
relie;relier
relies;relier
relie;relier
relions;relier
reliez;relier
relient;relier
relâche;relâcher
relâches;relâcher
relâche;relâcher
relâchons;relâcher
relâchez;relâcher
relâchent;relâcher
remets;remettre
remets;remettre
remet;remettre
remettons;remettre
remettez;remettre
remettent;remettre
remonte;remonter
remontes;remonter
remonte;remonter
remontons;remonter
remontez;remonter
remontent;remonter
remorque;remorquer
remorques;remorquer
remorque;remorquer
remorquons;remorquer
remorquez;remorquer
remorquent;remorquer
remplace;remplacer
remplaces;remplacer
remplace;remplacer
remplaçons;remplacer
remplacez;remplacer
remplacent;remplacer
remplis;remplir
remplis;remplir
remplit;remplir
remplissons;remplir
remplissez;remplir
remplissent;remplir
remplis;remplir
remplis;remplir
remplit;remplir
remplissons;remplir
remplissez;remplir
remplissent;remplir
remplis;remplir
remplis;remplir
remplit;remplir
remplissons;remplir
remplissez;remplir
remplissent;remplir
rempote;rempoter
rempotes;rempoter
rempote;rempoter
rempotons;rempoter
rempotez;rempoter
rempotent;rempoter
remue;remuer
remues;remuer
remue;remuer
remuons;remuer
remuez;remuer
remuent;remuer
rends;rendre
rends;rendre
rend;rendre
rendons;rendre
rendez;rendre
rendent;rendre
rends;rendre
rends;rendre
rend;rendre
rendons;rendre
rendez;rendre
rendent;rendre
rends;rendre
rends;rendre
rend;rendre
rendons;rendre
rendez;rendre
rendent;rendre
rends;rendre
rends;rendre
rend;rendre
rendons;rendre
rendez;rendre
rendent;rendre
rends;rendre
rends;rendre
rend;rendre
rendons;rendre
rendez;rendre
rendent;rendre
renforce;renforcer
renforces;renforcer
renforce;renforcer
renforçons;renforcer
renforcez;renforcer
renforcent;renforcer
renifle;renifler
renifles;renifler
renifle;renifler
reniflons;renifler
reniflez;renifler
reniflent;renifler
rentre;rentrer
rentres;rentrer
rentre;rentrer
rentrons;rentrer
rentrez;rentrer
rentrent;rentrer
rentre;rentrer
rentres;rentrer
rentre;rentrer
rentrons;rentrer
rentrez;rentrer
rentrent;rentrer
rentre;rentrer
rentres;rentrer
rentre;rentrer
rentrons;rentrer
rentrez;rentrer
rentrent;rentrer
renverse;renverser
renverses;renverser
renverse;renverser
renversons;renverser
renversez;renverser
renversent;renverser
renvoie;renvoyer
renvoies;renvoyer
renvoie;renvoyer
renvoyons;renvoyer
renvoyez;renvoyer
renvoient;renvoyer
repasse;repasser
repasses;repasser
repasse;repasser
repassons;repasser
repassez;repasser
repassent;repasser
replante;replanter
replantes;replanter
replante;replanter
replantons;replanter
replantez;replanter
replantent;replanter
replie;replier
replies;replier
replie;replier
replions;replier
repliez;replier
replient;replier
repose;reposer
reposes;reposer
repose;reposer
reposons;reposer
reposez;reposer
reposent;reposer
reproche;reprocher
reproches;reprocher
reproche;reprocher
reprochons;reprocher
reprochez;reprocher
reprochent;reprocher
respecte;respecter
respectes;respecter
respecte;respecter
respectons;respecter
respectez;respecter
respectent;respecter
respire;respirer
respires;respirer
respire;respirer
respirons;respirer
respirez;respirer
respirent;respirer
ressens;ressentir
ressens;ressentir
ressent;ressentir
ressentons;ressentir
ressentez;ressentir
ressentent;ressentir
resserre;resserrer
resserres;resserrer
resserre;resserrer
resserrons;resserrer
resserrez;resserrer
resserrent;resserrer
reste;rester
restes;rester
reste;rester
restons;rester
restez;rester
restent;rester
retiens;retenir
retiens;retenir
retient;retenir
retenons;retenir
retenez;retenir
retiennent;retenir
retentis;retentir
retentis;retentir
retentit;retentir
retentissons;retentir
retentissez;retentir
retentissent;retentir
retire;retirer
retires;retirer
retire;retirer
retirons;retirer
retirez;retirer
retirent;retirer
retourne;retourner
retournes;retourner
retourne;retourner
retournons;retourner
retournez;retourner
retournent;retourner
reviens;revenir
reviens;revenir
revient;revenir
revenons;revenir
revenez;revenir
reviennent;revenir
reviens;revenir
reviens;revenir
revient;revenir
revenons;revenir
revenez;revenir
reviennent;revenir
ridiculise;ridiculiser
ridiculises;ridiculiser
ridiculise;ridiculiser
ridiculisons;ridiculiser
ridiculisez;ridiculiser
ridiculisent;ridiculiser
rince;rincer
rinces;rincer
rince;rincer
rinçons;rincer
rincez;rincer
rincent;rincer
ris;rire
ris;rire
rit;rire
rions;rire
riez;rire
rient;rire
romps;rompre
romps;rompre
rompt;rompre
rompons;rompre
rompez;rompre
rompent;rompre
ronfle;ronfler
ronfles;ronfler
ronfle;ronfler
ronflons;ronfler
ronflez;ronfler
ronflent;ronfler
ronge;ronger
ronges;ronger
ronge;ronger
rongeons;ronger
rongez;ronger
rongent;ronger
rote;roter
rotes;roter
rote;roter
rotons;roter
rotez;roter
rotent;roter
roule;rouler
roules;rouler
roule;rouler
roulons;rouler
roulez;rouler
roulent;rouler
rue;ruer
rues;ruer
rue;ruer
ruons;ruer
ruez;ruer
ruent;ruer
rugis;rugir
rugis;rugir
rugit;rugir
rugissons;rugir
rugissez;rugir
rugissent;rugir
ruse;ruser
ruses;ruser
ruse;ruser
rusons;ruser
rusez;ruser
rusent;ruser
râpe;râper
râpes;râper
râpe;râper
râpons;râper
râpez;râper
râpent;râper
réalise;réaliser
réalises;réaliser
réalise;réaliser
réalisons;réaliser
réalisez;réaliser
